name,feature,location,regional_c,map_reference,dms_latitude,dms_longitude,utm_northing,utm_easting,object_id,latitude,longitude
Kartabu - Puruni Road,Road,"From Kartabu Point, at the confluence of Cuyuni and Mazaruni rivers to Peters Mine, l.b. Puruni r., l.b. Mazaruni r., l.b. Essequibo r.",71 and 72,27NW,"6° 23' 3"" N","58° 41' 43"" W",705994,312468,1710,6.38429999999999,-58.6955
Kartauri Fall,Fall,"Mazaruni r., l.b. Essequibo r., 22 ½ km or 14 mi. below Issano.",722134,35NW,"5° 55' 53"" N","59° 19' 18"" W",656182,242933,1711,5.931599999999991,-59.32190000000001
Kartauri River,River,"R.b. Mazaruni r., l.b. Essequibo r., 23 km or 14 ½ mi. below Issano.",722134,35NW,"5° 56' 12"" N","59° 19' 10"" W",656754,243200,1712,5.936799999999993,-59.31949999999999
Kartuni River,River,"L.b. Puruni r., l.b. Mazaruni r., l.b. Essequibo r., 120 ½ km or 75 mi. up.",722112,25NE,"6° 20' 30"" N","59° 33' 54"" W",701678,216193,1713,6.341700000000005,-59.5653
Karubaru Island,Island,"Estuary of Essequibo r., 1 km or ½ mi. from a point on its left bank, 5 km or 3 mi. above Supenaam r.",312212,19NE,"6° 56' 15"" N","58° 32' 28"" W",767145,329728,1714,6.937800000000004,-58.54120000000001
Karumbaru River,River,"R.b. Kukui r., l.b. Mazaruni r., l.b. Essequibo r., 100 km or 62 mi. up.",721153,41NE,"5° 20' 31"" N","60° 14' 12"" W",591413,141187,1715,5.342000000000006,-60.236799999999995
Karwatsaparu River,River,"L.b. Ireng r., r.b. Takutu r., 25 km or 15 ½ mi. above Sukabi r.",72 and 81,41SE,"5° 14' 4"" N","60° 2' 45"" W",579428,162291,1716,5.2346999999999895,-60.0461
Kasarama River,River,"L.b. Ebini r., r.b. Berbice r., 3 ½ km or 2 mi. up.",022222,38SW,"5° 37' 13"" N","57° 48' 30"" W",621313,410461,1717,5.6204999999999865,-57.8085
Kasatu Fall,Fall,"Waini r., 94 km or 58 ½ mi. above Barama r.",121223,11SW,"7° 13' 17"" N","59° 21' 28"" W",798910,239610,1718,7.221499999999986,-59.358000000000004
Kashmir,Estate,"L.b. Demerara r., 1 km or ½ mi. up, being part of Klien Pouderoyen W. of Phoenix Town and Killarney.",332233,20NE,"6° 47' 48"" N","58° 11' 7"" W",751441,368994,1719,6.7967999999999895,-58.1855
Kasmaparu River,River,"L.b. Barama r., l.b. Waini r., 195 km or 121 mi. up.",122112,10NW,"7° 18' 22"" N","59° 57' 18"" W",808671,173690,1720,7.30619999999999,-59.955
Kassakwia River,River,"L.b. Waratilla r., r.b. Kamuni r., l.b. Demerara r., 8 km or 5 mi. up.",331221,28NW,"6° 28' 54"" N","58° 21' 35"" W",716664,349631,1721,6.481799999999997,-58.35980000000001
Kassi Creek,Creek,"L.b. Corentyne r., 34 km or 21 mi. up.",64221,39SE,"5° 42' 8"" N","57° 9' 39"" W",630313,482169,1722,5.702400000000001,-57.161
Kassi Creek,Creek,"L.b. Canje r., r.b. Berbice r., 25 km or 15 ½ mi. up.",612122,30SW,"6° 8' 27"" N","57° 27' 42"" W",678796,448889,1723,6.140800000000008,-57.46190000000001
Kassi Creek,Creek,"R.b. Aruka r., l.b. Barima r., 11 km or 7 mi. above a point opp. Koriabo r.",112122,1SW,"8° 9' 27"" N","59° 45' 43"" W",902777,195619,1724,8.157699999999991,-59.76209999999999
Kassi River,River,"R.b. Waini r., 40 ½ km or 25 mi. above a point opp. Barama r.",121216,11NE,"7° 28' 3"" N","59° 13' 30"" W",826067,254436,1725,7.467699999999995,-59.225
Kassi -attae Rocks,Rocks,"Essequibo r., 7 km or 4 ½ mi. above Kuyuwini r.",92131,79SW,"2° 13' 47"" N","58° 19' 2"" W",246546,353519,1726,2.2299999999999884,-58.31730000000001
Kassikaityu Landing,Locality,"Kassikaityu r., l.b. Essequibo r., 93 km or 57 ½ mi. up.",921,84NE,"1° 50' 26"" N","59° 4' 49"" W",203601,268572,1727,1.8408000000000082,-59.08039999999999
Kassikaityu River,River,"L.b. Essequibo r., 122 km or 76 mi. above Kuyuwini r.",9211,85NE,"1° 50' 33"" N","58° 33' 43"" W",203743,326260,1728,1.842600000000001,-58.562000000000005
Kassuwau Creek,Creek,"R.b. Takutu r., 85 km or 52 ½ mi. above Kowariwau r.",912423,76SE,"1° 59' 45"" N","59° 43' 58"" W",220865,195963,1729,1.9958999999999996,-59.7329
Kata Fall,Fall,"Ireng r., r.b. Takutu r., 176 km or 109 ½ mi. up.",91122,54NE,"4° 16' 48"" N","59° 44' 5"" W",473620,196415,1730,4.279999999999988,-59.73479999999999
Kataliriwau River,River,"R.b. Marurawau r., r.b. Katiwau or Sand r., r.b. Rupununi r., l.b. Essequibo r., 5 km or 3 mi. up.",912212,71NW,"2° 48' 47"" N","59° 16' 35"" W",311190,246927,1731,2.8131999999999975,-59.2764
Katambaka Mountain,Mountain,"R.b. Buckparuwau r., l.b. Kubanawau r., r.b. Rupununi r., l.b. Essequibo r., 1 km or ½ mi. inland from a point 3 ½ km or 2 mi. up.",912411,77NW,"2° 26' 56"" N","59° 17' 19"" W",270899,245474,1732,2.448899999999989,-59.2888
Katapuli River,River,"L.b. Demerara r., ½ km or ¼  mi. above a point opp. Karakara r., Linden.",01213,28SW,"6° 1' 14"" N","58° 18' 5"" W",665674,355967,1733,6.020800000000002,-58.3014
Katareira River,River,"R.b. Rupununi r., l.b. Essequibo r., 49 km or 30 ½ mi. above Kubanawau r.",912412,77NW,"2° 16' 26"" N","59° 26' 11"" W",251589,229015,1734,2.274100000000002,-59.43639999999999
Katau Creek,Creek,"R.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 83 ½ km or 52 mi. up.",721121,32NW,"5° 50' 28"" N","60° 59' 6"" W",647206,58497,1735,5.841100000000004,-60.985099999999996
Katedeping Mountain,Mountain,"L.b. Rupununi r., l.b. Essequibo r., 5 km or 3 mi. Northeastwards of Kwatamang mt.",912112,55SE,"4° 0' 15"" N","59° 3' 45"" W",442877,270995,1736,4.004199999999997,-59.0626
Katikabura River,River,"R.b. Wiruni r., l.b. Berbice r., 32 km or 20 mi. up.",022212,37NE,"5° 45' 46"" N","58° 0' 32"" W",637106,388282,1737,5.76299999999999,-58.00900000000001
Katiwau River,River,"R.b. Rupununi r., l.b. Essequibo r., 43 km or 26 ½ mi. above Kubanawau r.",912412,77NW,"2° 19' 20"" N","59° 26' 45"" W",256936,227960,1738,2.3223999999999942,-59.446
Katiwau River,River,"R.b. Rupununi r., l.b. Essequibo r., immediately S. of Kanuku mts.",91221,70NE,"2° 59' 45"" N","59° 32' 53"" W",331490,216751,1739,2.996100000000003,-59.548100000000005
Kato,Village,"L.b. Chiung r., l.b. Ireng r., 2 km or 1 mi. inland from a point 36 km or 22 ½ mi. up.",811121,49SW,"4° 39' 26"" N","59° 48' 56"" W",515412,187574,1740,4.657400000000002,-59.8158
Kato Amer. Vil.,Amer. Vil.,"L.b. Ireng r., r.b. Takutu r., 43 km or 26 ½ mi. above Echilebar r.",811121,49SW,"4° 32' 46"" N","59° 53' 3"" W",503147,179906,1741,4.546299999999998,-59.88439999999999
Katoparu River,River,"R.b. Mazaruni r., l.b. Essequibo r., 14 km or 8 ½ mi. below Merume r.",72122,34NW,"5° 51' 9"" N","59° 48' 4"" W",647676,189771,1742,5.852499999999992,-59.801399999999994
Katunarib,Settlement,"L.b. Rupununi r., l.b. Essequibo r., 4 ½ km or 3 mi. inland from a point 33 ½ km or 21 mi. above a point opp. Katiwau r.",912223,70NE,"2° 45' 47"" N","59° 34' 5"" W",305740,214468,1743,2.763299999999989,-59.5681
Kauhuina Creek,Creek,"R.b. Aruka r., l.b. Barima r., 11 km or 7 mi. up.",112124,1SW,"8° 9' 30"" N","59° 48' 11"" W",902893,191089,1744,8.158499999999998,-59.803200000000004
Kauhuina Creek,Creek,"L.b. Barima r., 2 km or 1 mi. below a point opp. Mora Passage.",112125,1NW,"8° 16' 52"" N","59° 46' 56"" W",916454,193483,1745,8.28119999999998,-59.78240000000001
Kaukau Creek,Creek,"R.b. Francois r., upper Mahaicony r., 15 ½ km or 9 ½ mi. up.",511123,29SW,"6° 2' 20"" N","57° 58' 8"" W",667613,392769,1746,6.038999999999983,-57.9689
Kaukau Creek,Creek,"R.b. Essequibo r., 24 km or 15 mi. above Makouria r.",011223,27NE,"6° 15' 36"" N","58° 33' 34"" W",692230,327466,1747,6.2602999999999955,-58.5596
Kaukau River,River,"L.b. Awarapari r., l.b. Mazaruni r., l.b. Essequibo r., 2 km or 1 mi. up.",721216,23NE,"6° 28' 21"" N","60° 32' 34"" W",716809,108003,1748,6.47259999999998,-60.543000000000006
Kauna Creek,Creek,"L.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 71 km or 44 mi. up.",721122,32NW,"5° 49' 40"" N","60° 54' 58"" W",645685,66138,1749,5.827899999999998,-60.9161
Kaunaru Creek,Creek,"R.b. Berbice r., 15 km or 9 ½ mi. above a point opp. Wiruni r.",022222,38SW,"5° 35' 10"" N","57° 53' 35"" W",617529,401071,1750,5.586099999999981,-57.89320000000001
Kauramembu Mountains,Mountains,"Watershed bet. Barama and Waini rivers extending Northwestwards from the source of Imotai r., l.b. Waini r.",12,10SE,"7° 6' 37"" N","59° 35' 38"" W",786758,213463,1751,7.110399999999994,-59.593999999999994
Kauraniero Creek,Creek,"R.b. Demerara r., 38 ½ km or 24 mi. above Karakara r., Linden.",012214,37NW,"5° 48' 40"" N","58° 21' 23"" W",642519,349815,1752,5.811299999999995,-58.3565
Kaurasing Creek,Creek,"L.b. Kurupung r., r.b. Mazaruni r., l.b. Essequibo r., 53 ½ km or 33 mi. up.",721212,24SW,"6° 4' 34"" N","60° 21' 57"" W",672806,127320,1753,6.076400000000005,-60.36610000000001
Klyn en Rhyn,Estate,"Southern side No. 2 Canal, 5 km or 3 mi. inland from l.b. Demerara r.",332112,20SW,"6° 43' 50"" N","58° 14' 57"" W",744144,361934,1754,6.730599999999995,-58.24920000000001
Klyzenaar,Estate,"R.b. Mahaica r., 9 km or 5 ½ mi. up and 45 km or 28 mi. from Georgetown.",512311,21SW,"6° 38' 20"" N","57° 53' 57"" W",733935,400590,1755,6.638999999999997,-57.89929999999999
Koakri Island,Island,"Corentyne r., 153 ½ km or 95 ½ mi. up.",-,47SW,"5° 7' 9"" N","57° 18' 13"" W",565851,466348,1756,5.119199999999991,-57.30360000000001
Koama Creek,Creek,"L.b. Berbice r., 12 km or 7 ½ mi. above a point opp. Wikki r.",022111,46NW,"5° 28' 34"" N","57° 57' 26"" W",605405,393953,1757,5.476400000000004,-57.95729999999999
Koatse River,River,"L.b. Mazaruni r., l.b. Essequibo r., 149 km or 92 ½ mi. above Kamarang r.",721151,41NE,"5° 28' 23"" N","60° 1' 46"" W",605832,164245,1758,5.473300000000011,-60.029700000000005
Kobanatuk Fall,Fall,"Potaro r., l.b. Essequibo r., 1 km or ½ mi. above Epaibaparu r.",821212,43NE,"5° 23' 6"" N","59° 11' 46"" W",595674,256632,1759,5.385100000000009,-59.19619999999999
Kobarimo Creek,Creek,"L.b. Aruka r., l.b. Barima r., 8 km or 5 mi. up.",112125,1SW,"8° 11' 44"" N","59° 48' 57"" W",907028,189716,1760,8.195799999999995,-59.8159
Kobarimo Hill,Hill,"L.b. Aruka r., l.b. Barima r., 2 ½ km or 1 ½ mi. NW. of the mouth of Kobarimo ck.",112125,1SW,"8° 11' 56"" N","59° 48' 58"" W",907404,189696,1761,8.19919999999999,-59.816100000000006
Kobeirawarawau River,River,"R.b. Takutu r., 133 km or 82 ½ mi. above Ireng r.",911112,70NW,"2° 46' 15"" N","59° 59' 27"" W",306688,167427,1762,2.7708999999999895,-59.9909
Kobi Creek,Creek,"R.b. Potaro r., l.b. Essequibo r., 11 km or 7 mi. above Kangaruma.",821211,43NW,"5° 19' 17"" N","59° 14' 52"" W",588660,250864,1763,5.321500000000002,-59.248
Koefera Fall,Fall,"Imotai r., l.b. Waini r., 6 ½ km or 4 mi. up.",121224,11NW,"7° 14' 55"" N","59° 24' 34"" W",801964,233912,1764,7.248799999999995,-59.4097
Koetaru Creek,Creek,"L.b. Essequibo r., 3 km or 2 mi. above Bartica.",722232,27NE,"6° 23' 0"" N","58° 37' 0"" W",705867,321188,1765,6.383399999999981,-58.616699999999994
Koetaru River,River,"L.b. Essequibo r., 42 ½ km or 26 ½ mi. above Bartica.",722235,27SE,"6° 2' 57"" N","58° 36' 13"" W",668909,322520,1766,6.049199999999997,-58.6036
Koirimap Falls,Falls,"Mazaruni r., l.b. Essequibo r., 71 km or 44 mi. up.",722211,27SW,"5° 59' 56"" N","58° 58' 53"" W",663498,280671,1767,5.999099999999986,-58.981399999999994
Koirimap River,River,"R.b. Pomeroon r., 9 km or 5 ½ mi. above Arapiako r.",211231,12SW,"7° 14' 15"" N","58° 46' 49"" W",800406,303436,1768,7.237699999999997,-58.7803
Koirimap (St. Monicas) Amer. Vil.,Amer. Vil.,"Both banks Pomeroon r. from Yawaramai r., upwards to Issororo r.",211231,12SW,"7° 10' 11"" N","58° 50' 26"" W",792933,296738,1769,7.169899999999998,-58.8407
Kok Creek,Creek,"R.b. Makaeribo ck., l.b. Ireng r., r.b. Takutu r., ½ km or ¼  mi. up.",811128,49NW,"4° 54' 43"" N","60° 0' 6"" W",543701,167048,1770,4.912199999999997,-60.0017
Kokali Point,Point,"Atlantic Coast, 84 km or 52 mi. Southeastwards of Waini Point.",121113,2SE,"8° 2' 52"" N","59° 8' 51"" W",890207,263319,1771,8.047799999999999,-59.147499999999994
Kokerit Creek,Creek,"R.b. Berbice r., 56 km or 35 mi. above Wikki r.",021223,45NE,"5° 15' 22"" N","58° 4' 56"" W",581086,380043,1772,5.256199999999991,-58.082499999999996
Kokerit Creek,Creek,"L.b. Essequibo r., 24 ½ km or 15 mi. above Bartica.",722234,27SE,"6° 11' 59"" N","58° 34' 52"" W",685566,325059,1773,6.199899999999995,-58.581100000000006
Kokerit Creek,Creek,"L.b. Mahaicony r., 22 km or 13 ½ mi. up.",521231,29NW,"6° 25' 43"" N","57° 47' 28"" W",710656,412506,1774,6.428599999999993,-57.7912
Kokerit Creek,Creek,"R.b. Mahaica r., 53 km or 33 mi. up.",512121,29NW,"6° 26' 25"" N","57° 58' 49"" W",711996,391584,1775,6.440399999999998,-57.980399999999996
Kokerit River,River,"R.b. Mazaruni r., l.b. Essequibo r., 5 km or 3 mi. up.",722232,27NE,"6° 23' 31"" N","58° 38' 58"" W",706848,317540,1776,6.392199999999994,-58.649699999999996
Kokerital Hill,Hill,"L.b. Aruka r., l.b. Barima r., 1 km or ½ mi. Northwards of Mabaruma.",112125,1SW,"8° 12' 52"" N","59° 47' 2"" W",909085,193251,1777,8.214599999999994,-59.784
Kokerite,Village,"L.b. Barama r., l.b. Waini r., ½ km or ¼  mi. inland from a point 97 ½ km or 60 ½ mi. up.",122211,10NE,"7° 21' 32"" N","59° 34' 28"" W",814267,215777,1778,7.359099999999991,-59.5745
Kokerite Landing,Locality,"L.b. Barama r., l.b. Waini r., 97 ½ km or 60 ½ mi. up.",122211,10NE,"7° 19' 31"" N","59° 36' 9"" W",810554,212657,1779,7.325399999999994,-59.60249999999999
Kokerite Amer. Vil.,Amer. Vil.,"L.b. Barama r., l.b. Waini r., extending 10 km or 6 mi. inland from Kokerite Settlement.",122211,10NE,"7° 19' 50"" N","59° 35' 32"" W",811134,213794,1780,7.330699999999997,-59.592200000000005
Kokerite Mainab,Locality,"L.b. Little Waini r.,  l.b. Arakabusa r., l.b. Imotai r., l.b. Waini r., 5 ½ km or 3 ½ mi. up.",12,10SE,"7° 19' 34"" N","59° 36' 20"" W",810649,212296,1781,7.3261999999999885,-59.6058
Koko River,River,"L.b. Tipuru r., l.b. Essequibo r., 4 km or 2 ½ mi. up.",722221,36NE,"5° 52' 7"" N","58° 36' 21"" W",648964,322203,1782,5.868899999999993,-58.606
Kokobolo Creek,Creek,"R.b. Arakaka r., r.b. Barima r., 5 km or 3 mi. up.",111122,4SE,"7° 32' 48"" N","60° 3' 5"" W",835371,163214,1783,7.546799999999994,-60.0515
Kokwetaro Island,Island,"Essequibo r., 3 km or 2 mi. above Bartica.",011224,27NE,"6° 22' 40"" N","58° 35' 46"" W",705260,323446,1784,6.37799999999999,-58.59629999999999
Kolobia,Locality,"R.b. Mahaica r., 9 km or 5 ½ mi. above a point opp. Maduni r.",511111,28NE,"6° 24' 49"" N","58° 2' 13"" W",709047,385300,1785,6.413699999999995,-58.0372
Kolodakyengtipu Mountain,Mountain,"R.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 3 km or 2 mi. SE. of Karamaraun ck., and 90 km or 56 mi. up.",721121,31NE,"5° 48' 14"" N","61° 1' 5"" W",643122,54778,1786,5.803999999999998,-61.0183
Komairo River,River,"R.b. Arapiako r., r.b. Pomeroon r., 23 km or 14 ½ mi. up.",211232,12SE,"7° 6' 57"" N","58° 43' 2"" W",786908,310320,1787,7.115899999999999,-58.7175
Komang River,River,"R.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 3 km or 2 mi. below a point opp. Akarabisi r.",711212,16NW,"6° 54' 30"" N","60° 21' 58"" W",764956,127908,1788,6.908599999999988,-60.366299999999995
Komantin River - See Kamaetin River,River,"L.b. Wiruni r., l.b. Berbice r., 29 km or 18 mi. up.",022211,38NW,"5° 45' 42"" N","57° 58' 56"" W",636964,391223,1789,5.761800000000004,-57.982400000000005
Komariko Creek,Creek,"R.b. Tapakuma r., r.b. Arapiako r., r.b. Pomeroon r., 6 ½ km or 4 mi. up.",221141,12SE,"7° 12' 57"" N","58° 39' 13"" W",797951,317389,1790,7.215899999999992,-58.6539
Komatiwau Creek,Creek,"R.b. Kowariwau r., r.b. Takutu r., 3 km or 2 mi. up.",911111,76NW,"2° 27' 18"" N","59° 52' 0"" W",271714,181150,1791,2.4551999999999894,-59.8668
Komung River,River,"R.b. Barama r., l.b. Waini r., 160 km or 99 ½ mi. up.",122134,10NW,"7° 22' 47"" N","59° 52' 37"" W",816759,182360,1792,7.379799999999997,-59.8771
Konakuru Creek,Creek,"R.b. Supenaam r., l.b. Essequibo r., 26 km or 16 mi. up.",222122,19NE,"6° 54' 7"" N","58° 41' 3"" W",763244,313894,1793,6.901999999999985,-58.6844
Konameru River,River,"R.b. Mazaruni r., l.b. Essequibo r., 38 km or 23 ½ mi. up.",722238,27SW,"6° 12' 17"" N","58° 49' 22"" W",686190,298316,1794,6.204800000000006,-58.82280000000001
Konashen,Village,"L.b. Essequibo r., 182 km or 113 mi. above Kuyuwini r.",92111,85SE,"1° 34' 11"" N","58° 40' 36"" W",173586,313469,1795,1.569800000000002,-58.67669999999999
Konashen Rapids,Rapids,"Essequibo r., 178 ½ km or 111 mi. above Kuyuwini r.",92111,85SE,"1° 34' 12"" N","58° 38' 33"" W",173628,317261,1796,1.5701999999999807,-58.6426
Konawak Falls,Falls,"Konawak r., r.b. Potaro r., l.b. Essequibo r., 5 km or 3 mi. up.",821212,43NE,"5° 20' 33"" N","59° 7' 44"" W",590937,264067,1797,5.342499999999986,-59.129
Konawak River,River,"R.b. Potaro r., l.b. Essequibo r., 15 km or 9 ½ mi. above a point opp. Tumatumari.",821212,43NE,"5° 22' 10"" N","59° 7' 30"" W",593911,264506,1798,5.369399999999991,-59.125099999999996
Konawaruk,Locality,"Konawaruk r., l.b. Essequibo r., 17 ½ km or 11 mi. up.",821221,44NW,"5° 16' 10"" N","58° 59' 32"" W",582803,279172,1799,5.269499999999998,-58.99249999999999
Konawaruk Mountains,Mountains,"On the watershed bet. the Tiger r., r.b. Potaro r., and Konawaruk r., l.b. Essequibo r., from the source of Gem ck., r.b. Tiger r.,",8212,43SE,"5° 11' 10"" N","59° 6' 49"" W",573629,265699,1800,5.1860999999999935,-59.1137
Konawaruk River,River,"L.b. Essequibo r., 7 km or 4 ½ mi. above Potaro r.",821221,44NW,"5° 18' 17"" N","58° 54' 25"" W",586682,288649,1801,5.304799999999986,-58.90709999999999
Konawi Creek,Creek,"L.b. Mazaruni r., l.b. Essequibo r., 17 ½ km or 11 mi. below Kamarang r.",721132,32NE,"5° 59' 19"" N","60° 37' 31"" W",663286,98500,1802,5.988699999999996,-60.625499999999995
Koneparu River,River,"L.b. Arnik r., r.b Potaro r., l.b. Essequibo r., 18 km or 11 mi. up.",81,50NW,"4° 47' 55"" N","59° 31' 23"" W",530935,220117,1803,4.798799999999995,-59.5232
Koneparu River,River,"L.b. Potaro r., l.b. Essequibo r., 1 ½ km or 1mi. above a point opp. Kopinang r.",811211,42SE,"5° 2' 6"" N","59° 39' 52"" W",557153,204540,1804,5.035200000000007,-59.6645
Konopia Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 36 km or 22 ½ mi. above Tumong r.",811128,49NW,"4° 57' 39"" N","59° 59' 28"" W",549111,168249,1805,4.961099999999995,-59.9911
Konora,Locality,"R.b. Barama r., l.b. Waini r., 205 ½ km or 127 ½ mi. up.",122141,9NE,"7° 14' 13"" N","60° 8' 59"" W",801148,152117,1806,7.237000000000003,-60.14970000000001
Konora River,River,"R.b. Barama r.,  l.b. Waini r., 205 ½ km or 127 ½ mi. up.",122141,9NE,"7° 14' 50"" N","60° 8' 55"" W",802286,152225,1807,7.247200000000004,-60.1488
Konowini Creek,Creek,"R.b. Pomeroon r., 5 ½ km or 3 ½ mi. above Charity.",212241,12NE,"7° 21' 35"" N","58° 37' 37"" W",813853,320411,1808,7.359799999999998,-58.626999999999995
Kontrabisi Itabu,Itabu,"L.b. Kontrabisi r.,  r.b. Wikki r., r.b. Berbice r., ½ km or ¼  mi. up.",022121,46NW,"5° 26' 47"" N","57° 47' 53"" W",602069,411562,1809,5.446400000000006,-57.7983
Kontrabisi River,River,"R.b. Wikki r., r.b. Berbice r., 28 km or 17 ½ mi. up.",022121,46NW,"5° 27' 5"" N","57° 48' 19"" W",602632,410775,1810,5.451499999999994,-57.80539999999999
Konungki Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 19 ½ km or 12 mi. above Tumong r.",811129,48NE,"4° 50' 44"" N","60° 0' 44"" W",536352,165842,1811,4.845699999999998,-60.0123
Kooper Creek,Creek,"R.b. Supenaam r., l.b. Essequibo r., 34 km or 21 mi. up.",222122,19NE,"6° 52' 37"" N","58° 43' 45"" W",760510,308925,1812,6.877099999999988,-58.7292
Kopaishungparu Creek,Creek,"L.b. Tappa r., l.b. Muribang r., r.b. Kopinang r., r.b. Potaro r., l.b. Essequibo r., 5 km or 3 mi. up.",811222,49NW,"4° 52' 35"" N","59° 45' 44"" W",539646,193620,1813,4.876600000000005,-59.76220000000001
Kopang River,River,"L.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 110 km or 68 ½ mi. up.",712123,18SW,"6° 41' 58"" N","59° 18' 57"" W",741134,243966,1814,6.699499999999998,-59.315999999999995
Kopinang Mountain,Mountain,"Watershed bet. l.b. Ireng r., and  r.b. Potaro r.,  l.b. Essequibo r., 2 km or 1 mi. Northwards of the source of Kopinang r.,  r.b. Potaro r.",811126,49NW,"4° 58' 30"" N","59° 54' 27"" W",550638,177519,1815,4.9752999999999865,-59.907700000000006
Kopinang River,River,"R.b. Potaro r., l.b. Essequibo r., 67 km or 41 ½ mi. above Kaieteur Fall.",8112,42SE,"5° 1' 26"" N","59° 39' 35"" W",555921,205053,1816,5.023999999999996,-59.659800000000004
Kopinang Village,Village,"Kopinang r., r.b. Potaro r., l.b. Essequibo r., 28 km or 17 ½ mi. up.",811126,49NW,"4° 58' 13"" N","59° 51' 8"" W",550086,183654,1817,4.970500000000001,-59.8524
Kopinang Amer. Vil.,Amer. Vil.,"Both banks Kopinang r.,  r.b. Potaro r.,  l.b. Essequibo r., extending from Karapopo r., Southwestwards along the watershed bet. Kopinang and Maikwak rivers and Westwards to Kaibarupai, Waipa and Kamana Amerindian Villages.",811126,49NW,"4° 57' 45"" N","59° 52' 9"" W",549210,181790,1818,4.962499999999997,-59.86919999999999
Kora Creek,Creek,"L.b. Mahaicony r., 55 km or 34 mi. up.",511113,29NW,"6° 17' 18"" N","57° 52' 54"" W",695187,402455,1819,6.2886000000000015,-57.881800000000005
