name,feature,location,regional_c,map_reference,dms_latitude,dms_longitude,utm_northing,utm_easting,object_id,latitude,longitude
Kanau Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 48 km or 30 mi. above Tumong r.",811212,42SW,"5° 3' 30"" N","59° 58' 19"" W",559875,170406,1589,5.058399999999987,-59.97220000000001
Kanau Creek,Creek,"L.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 1 km or ½ mi. above Paruima r.",721121,31NE,"5° 48' 9"" N","61° 3' 58"" W",643002,49472,1590,5.802600000000009,-61.066100000000006
Kanau Mountains,Mountains,"Source of Kanau r., r.b. Worung r., l.b. Mazaruni r., l.b. Essequibo r., 2 km or 1 mi. SW. of Chinowieng Village.",72115,41NE,"5° 26' 37"" N","60° 11' 5"" W",602639,147025,1591,5.443699999999992,-60.18470000000001
Kanau River,River,"R.b. Worung r., l.b. Mazaruni r., l.b. Essequibo r., 11 km or 7 mi. up.",721155,41NE,"5° 29' 48"" N","60° 14' 5"" W",608540,141503,1592,5.4966999999999935,-60.2348
Kanautipu Mountain,Mountain,"L.b. Ubai r., l.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 1 ½ km or 1 mi. inland from a point 3 km or 2 mi. up.",721122,32NW,"5° 51' 22"" N","60° 55' 28"" W",648821,65231,1593,5.856099999999991,-60.92450000000001
Kanawa Rapid,Rapid,"Ireng r., r.b. Takutu r., 14 ½ km or 9 mi. above Echilebar r.",811111,54NW,"4° 25' 33"" N","59° 45' 12"" W",489790,194411,1594,4.42609999999999,-59.75339999999999
Kaneruau River - See Chodikar River,River,"R.b. Essequibo r., 229 km or 142 mi. above a point opp. Kuyuwini r.",92111,91NW,"1° 25' 4"" N","58° 48' 12"" W",156810,299344,1595,1.4179999999999933,-58.8035
Kanerwau River,River,"R.b. Takutu r., 103 km or 64 mi. above Ireng r.",911121,64SW,"3° 0' 7"" N","59° 56' 45"" W",332259,172492,1596,3.0020000000000118,-59.94590000000001
Kangaruma,Locality,"R.b. Potaro r., l.b. Essequibo r., 35 km or 22 mi. above Tumatumari.",821212,43NE,"5° 20' 42"" N","59° 11' 6"" W",591255,257836,1597,5.3452,-59.185199999999995
Kangaruma Creek,Creek,"R.b. Potaro r., l.b. Essequibo r., at Kangaruma.",821212,43NE,"5° 20' 27"" N","59° 11' 35"" W",590791,256944,1598,5.340999999999996,-59.1932
Kangaruma Road,Road,"R.b. Potaro r., l.b. Essequibo r., extending from Kangaruma Northeastwards to a point on Potaro-Konawaruk Road, 3 km or 2 mi. from Potaro r.",821212,43NE,"5° 20' 35"" N","59° 11' 33"" W",591042,256993,1599,5.343300000000006,-59.1928
Kangkaremu Mountain,Mountain,"L.b. Mazaruni r., l.b. Essequibo r., 5 km or 3 mi. NW. of the mouth of Awarapari r.",721215,15SE,"6° 30' 2"" N","60° 34' 15"" W",719938,104942,1600,6.500599999999996,-60.57079999999999
Kangu River,River,"L.b. Mazaruni r., l.b. Essequibo r., 154 ½ km or 96 mi. above Kamarang r.",721144,34SW,"5° 29' 3"" N","60° 0' 50"" W",607053,165975,1601,5.484399999999983,-60.0141
Kanirekuru Creek,Creek,"R.b. Berbice r., 29 km or 18 mi. from New Amsterdam.",611221,29SE,"6° 5' 19"" N","57° 35' 5"" W",673041,435271,1602,6.088700000000002,-57.58500000000001
Kantam River,River,"L.b. Kassakwia r., l.b. Waratilla r., r.b. Kamuni r., l.b. Demerara r., 6 ½ km or 4 mi. up.",331221,28NW,"6° 28' 58"" N","58° 24' 34"" W",716790,344141,1603,6.482800000000007,-58.4095
Kanuku Mountains,Mountains,"Both banks Rupununi r., l.b. Essequibo r., 200 km or 124 mi. up bet. r.b. Takutu r. and l.b. Kwitaro r., l.b. Rewa r.,  r.b. Rupununi r.",91,64SE,"3° 18' 49"" N","59° 25' 46"" W",366619,230030,1604,3.313899999999999,-59.4295
Kanuwadwau River,River,"R.b. Takutu r., 66 ½ km or 41 ½ mi. above Ireng r.",911128,64SW,"3° 11' 23"" N","59° 53' 45"" W",353038,178095,1605,3.1898999999999913,-59.8961
Kaou River,River,"L.b. Kopinang r., r.b. Potaro r., l.b. Essequibo r., 11 ½ km or 7 mi. up.",811211,42SE,"5° 0' 29"" N","59° 43' 37"" W",554183,197595,1606,5.0081,-59.727
Kaow Island,Island,"Essequibo r., 3 km or 2 mi. below Bartica, at the mouth of Mazaruni r.",722231,27NE,"6° 25' 47"" N","58° 37' 24"" W",711015,320446,1607,6.429899999999994,-58.6235
Kapaiwau River,River,"R.b. Chodikar r., r.b. Essequibo r., 35 km or 21 ½ mi. up.",92111,91SW,"1° 15' 5"" N","58° 50' 56"" W",138406,294260,1608,1.251500000000001,-58.84899999999999
Kapashi River,River,"L.b. Puruni r., l.b. Mazaruni r.,  l.b. Essequibo r., 75 km or 46 ½ mi. up.",722122,26NW,"6° 19' 37"" N","59° 20' 19"" W",699951,241252,1609,6.32720000000001,-59.3388
Kapashi Stream,Stream,"Mazaruni r., l.b. Essequibo r., 49 km or 30 ½ mi. up.",722237,27SW,"6° 9' 3"" N","58° 52' 25"" W",680269,292646,1610,6.151099999999998,-58.8738
Kapawari River,River,"L.b. Essequibo r., 15 ½ km or 9 ½ mi. above Supenaam r.",311221,19NE,"6° 51' 7"" N","58° 34' 53"" W",757676,325248,1611,6.852000000000001,-58.5815
Kapia River,River,"L.b. Issororo r., l.b. Pomeroon r., 24 km or 15 mi. up.",2112,11NE,"7° 14' 43"" N","59° 2' 50"" W",801387,273932,1612,7.245400000000012,-59.0474
Kapiaima River,River,"L.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 45 km or 28 mi. above Aranka r.",711224,17NW,"6° 49' 13"" N","59° 57' 26"" W",754914,173102,1613,6.8206000000000016,-59.9573
Kapivara Lake,Lake,"L.b. Pirara r., l.b. Ireng r., r.b. Takutu r., 1 km or ½ mi. W. of the source of Cashew r.",911211,59SE,"3° 35' 18"" N","59° 45' 4"" W",397113,194335,1614,3.588600000000004,-59.7512
Kapoeri Island,Island,"Corentyne r., 118 km or 73 ½ mi. up.",6,47NE,"5° 14' 15"" N","57° 12' 18"" W",578936,477260,1615,5.23759999999998,-57.2052
Kapoia River or Paupau River,River,"R.b. Whana r., r.b. Barima r., 17 km or 10 ½ mi. up.",111111,4SW,"7° 31' 58"" N","60° 15' 43"" W",834012,139922,1616,7.532999999999994,-60.2622
Kappudwau River,River,"R.b. Kubanawau r., r.b. Rupununi r., l.b. Essequibo r., 37 km or 23 mi. up.",912411,77NW,"2° 27' 34"" N","59° 16' 28"" W",272087,247073,1617,2.4596999999999967,-59.27450000000001
Kaputwau River,River,"L.b. Sawariwau r., r.b. Takutu r., 79 km or 49 mi. up.",911121,64SW,"3° 7' 14"" N","59° 54' 6"" W",345365,177442,1618,3.1205999999999903,-59.90180000000001
Karaba Creek,Creek,"L.b. Demerara r., 20 km or 12 ½ mi. above Ororo Marali or Great Falls.",012311,44SE,"5° 11' 51"" N","58° 37' 34"" W",574736,319759,1619,5.197599999999996,-58.626200000000004
Karabaru Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 8 km or 5 mi. above Echilebar r.",91122,54NE,"4° 24' 8"" N","59° 43' 11"" W",487157,198130,1620,4.402399999999992,-59.7198
Karabaru Rapid,Rapid,"Ireng r., r.b. Takutu r., 8 km or 5 mi. above Echilebar r.",811111,54NE,"4° 24' 7"" N","59° 43' 3"" W",487126,198373,1621,4.402099999999989,-59.7176
Karababaru Creek,Creek,"L.b. Kamarang r., l.b. Mazaruni r., l.b. Essequibo r., 77 ½ km or 48 mi. up.",721122,32NW,"5° 49' 5"" N","60° 56' 33"" W",644644,63172,1622,5.8183000000000025,-60.942800000000005
Karabelli Creek,Creek,"R.b. Essequibo r., 21 ½ km or 13 ½ mi. above Bonasika r.",321121,19SE,"6° 34' 33"" N","58° 34' 33"" W",727151,325756,1623,6.5760000000000085,-58.57600000000001
Karabiru Falls,Falls,"Kwitaro r., l.b. Rewa r.,  r.b. Rupununi r., l.b. Essequibo r., 73 ½ km or 45 ½ mi. up.",91231,72NW,"2° 55' 20"" N","58° 57' 50"" W",323192,281707,1624,2.922299999999994,-58.963899999999995
Karabukabura Creek,Creek,"R.b. Wiruni r., l.b. Berbice r., 24 ½ km or 15 mi. up.",022212,38NW,"5° 44' 48"" N","57° 57' 27"" W",635302,393962,1625,5.746800000000004,-57.957699999999996
Karahora River,River,"L.b. Kamawarri ck., r.b. Arobaio r., l.b. Demerara r., 3 ½ km or 2 mi. up.",012218,28SW,"6° 4' 53"" N","58° 19' 35"" W",672412,353200,1626,6.081699999999995,-58.3266
Karak River,River,"L.b. Kukui r.,  l.b. Mazaruni r., l.b. Essequibo r., 81 km or 50 ½ mi. up.",721153,41NW,"5° 22' 3"" N","60° 19' 38"" W",594301,131145,1627,5.367599999999985,-60.3275
Karakagu Creek,Creek,"R.b. Anundabaru r., r.b. Maikwak r., r.b. Kopinang r., r.b. Potaro r.,  l.b. Essequibo r., 3 km or 2 mi. up.",811222,49NW,"4° 54' 58"" N","59° 48' 25"" W",544061,188647,1628,4.9163,-59.8072
Karakara,Township,"L.b. Karakara r., r.b. Demerara r., 2 km or 1 mi. up, being part of Linden.",012121,28SW,"6° 0' 47"" N","58° 17' 49"" W",664827,356455,1629,6.013099999999988,-58.297
Karakara Mountain,Mountain,"Source of Karakara r., l.b. Ireng r.,  r.b. Takutu r.",91122,54NE,"4° 15' 53"" N","59° 31' 28"" W",471869,219764,1630,4.264900000000001,-59.5245
Karakara River,River,"R.b. Tipuru r., l.b. Ireng r., r.b. Takutu r., 8 km or 5 mi. up.",91122,54SE,"4° 11' 42"" N","59° 37' 2"" W",464169,209418,1631,4.194999999999993,-59.6174
Karakara River,River,"R.b.Demerara r., 102 km or 63 ½ mi. up, at Linden.",0121,28SW,"6° 1' 24"" N","58° 17' 49"" W",665984,356452,1632,6.023599999999993,-58.297
Karakaramu River,River,"R.b. Putareng r., l.b., Mazaruni r., l.b. Essequibo r., 42 km or 26 mi. up.",721218,24NE,"6° 27' 3"" N","60° 10' 45"" W",714164,148274,1633,6.451099999999991,-60.179300000000005
Karakararu Creek,Creek,"R.b. Kamakabra r., r.b. Demerara r., 12 km or 7 ½ mi. up.",012222,45NW,"5° 27' 31"" N","58° 17' 13"" W",603522,357428,1634,5.458700000000003,-58.2869
Karakubai,Locality,"R.b. Demerara r., 117 km or 72 ½ mi. above Karakara r., Linden.",012312,45NW,"5° 25' 21"" N","58° 23' 29"" W",599563,345840,1635,5.422699999999995,-58.3914
Karakubi Creek,Creek,"L.b. Demerara r., 19 km or 12 mi. above Ororo Marali or Great Falls.",012311,44SE,"5° 12' 43"" N","58° 36' 59"" W",576342,320824,1636,5.212100000000002,-58.6166
Karameru Creek,Creek,"L.b. Kabrakatani ck., l.b. Kamakabra r.,  r.b. Demerara r., ½ km or ¼  mi. up.",012312,45NW,"5° 27' 14"" N","58° 15' 48"" W",602991,360042,1637,5.453999999999994,-58.263299999999994
Karamutta Mountain,Mountain,"L.b. Tshuau r., r.b. Wenamu r., r.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 4 km or 2 ½ mi. inland from a point 16 km or 10 mi. up.",711111,22SE,"6° 1' 48"" N","61° 11' 31"" W",668324,35681,1638,6.030199999999983,-61.1921
Karana Point,Point,"R.b. Wenamu r., r.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 131 ½ km or 81 ½ mi. up.",711111,22SE,"6° 10' 14"" N","61° 11' 5"" W",683895,36599,1639,6.1707000000000045,-61.1849
Karanambo Point,Locality,"L.b. Rupununi r., l.b. Essequibo r., 160 km or 99 ½ mi. up.",911213,60NW,"3° 45' 7"" N","59° 18' 33"" W",415070,243522,1640,3.752200000000005,-59.30919999999999
Karanang Mountains,Mountains,"R.b. Mazaruni r., l.b. Essequibo r., at the headwaters of the Karanang and Merume rivers.",72122,34SW,"5° 43' 4"" N","59° 56' 21"" W",632859,174398,1641,5.718000000000005,-59.939400000000006
Karanang River,River,"R.b. Mazaruni r., l.b. Essequibo r., 2 ½ km or 1 ½ mi. above Tiboku Fall.",721223,34SE,"5° 44' 9"" N","59° 38' 51"" W",634704,206743,1642,5.736099999999998,-59.64770000000001
Karanapa Creek,Creek,"R.b. Wenamu r., r.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 43 km or 26 ½ mi. up.",711114,14SE,"6° 31' 38"" N","61° 10' 49"" W",723413,37427,1643,6.527299999999986,-61.1803
Karani River,River,"L.b. Supenaam r., l.b. Essequibo r., 45 km or 28 mi. up.",22221,19NW,"6° 51' 7"" N","58° 48' 18"" W",757763,300528,1644,6.852000000000001,-58.8051
Karapa Island,Island,"Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 53 km or 33 mi. below Wenamu r.",711211,15NW,"6° 46' 50"" N","60° 49' 57"" W",751175,76190,1645,6.780600000000004,-60.8325
Karapa River,River,"R.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 54 km or 33 ½ mi. below Wenamu r.",711211,15NW,"6° 46' 53"" N","60° 50' 7"" W",751289,75871,1646,6.7815999999999885,-60.8354
Karapabaru River,River,"R.b. Mazaruni r., l.b. Essequibo r., 6 km or 3 ½ mi. below Bow Falls.",722131,34NE,"5° 50' 8"" N","59° 30' 34"" W",645662,222107,1647,5.835699999999988,-59.50950000000001
Karaparai River,River,"R.b. Demerara r., 33 km or 20 ½ mi. above Ororo Marali or Great Falls.",012312,44SE,"5° 9' 29"" N","58° 37' 45"" W",570395,319416,1648,5.158300000000005,-58.6292
Karapat Mountain,Mountain,"L.b. Skabunk r., r.b. Takutu r., 1 ½ km or 1 mi. inland from a point 23 ½ km or 14 ½ mi. up.",911113,70NW,"2° 52' 56"" N","59° 51' 51"" W",319002,181541,1649,2.882499999999999,-59.86429999999999
Karaph River - See Kirap River,River,"L.b. Totowau r.,  l.b. Kwitaro r., l.b. Rewa r., r.b. Rupununi r., l.b. Essequibo r., 29 km or 18 mi. up.",912412,77NE,"2° 23' 10"" N","59° 8' 18"" W",263933,262205,1650,2.3861999999999908,-59.13830000000001
Karapia Creek,Creek,"L.b. Kurupung r., r.b. Mazaruni r., l.b. Essequibo r., 17 ½ km or 11 mi. up.",721212,24SE,"6° 11' 50"" N","60° 14' 14"" W",686107,141656,1651,6.1973000000000065,-60.2374
Karapopo River,River,"L.b. Kopinang r.,  r.b. Potaro r., l.b. Essequibo r., 16 km or 10 mi. up.",811,42SW,"4° 59' 59"" N","59° 45' 42"" W",553284,193721,1652,4.999799999999979,-59.7618
Karapu Mountain,Mountain,"L.b. Ekereku r., r.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 8 km or 5 mi. W. of Sakaika Falls.",711122,15SW,"6° 30' 50"" N","60° 54' 21"" W",721709,67826,1653,6.51409999999998,-60.905899999999995
Karapu River,River,"R.b. Wenamu r., r.b. Cuyuni r., l.b. Mazaruni r., l.b. Essequibo r., 121 km or 75 mi. up.",711112,22SE,"6° 11' 41"" N","61° 7' 23"" W",686529,43460,1654,6.194900000000008,-61.1232
Kararawaka Creek,Creek,"R.b. Waini r., 49 km or 30 ½ mi. above a point opp. Barama r.",121217,11NW,"7° 25' 7"" N","59° 15' 11"" W",820660,251303,1655,7.418599999999995,-59.25310000000001
Karasabai Village,Village,"R.b. Yurora r., l.b. Ireng r., r.b. Takutu r., 1 km or ½ mi. inland from a point 9 km or 5 ½ mi. up.",91122,54SE,"4° 1' 30"" N","59° 32' 49"" W",445339,217178,1656,4.02509999999998,-59.54699999999999
Karasabai Amer. Dist.,Amer. Vil.,"L.b. Ireng r., r.b. Takutu r., extending from Echilebar r., downwards for 95 km or 59 mi.",91122,54SE,"4° 14' 0"" N","59° 33' 56"" W",468393,215196,1657,4.2334000000000005,-59.5656
Karati or Banya Creek,Creek,"L.b. Mahaicony r., 58 km or 36 mi. up.",511113,29NW,"6° 15' 44"" N","57° 52' 54"" W",692276,402453,1658,6.262199999999989,-57.881800000000005
Karatukapai Island,Island,"Mazaruni r., l.b. Essequibo r., 5 km or 3 mi. above Apaikwa Fall.",721217,24NW,"6° 23' 12"" N","60° 23' 11"" W",707189,125277,1659,6.386700000000001,-60.3865
Karau River,River,"L.b. Mazaruni r., l.b. Essequibo r., 6 km or 3 ½ mi. below Cuyuni r.",712224,27NE,"6° 25' 12"" N","58° 38' 38"" W",709953,318160,1660,6.420299999999998,-58.64419999999999
Karaudanawa,Village,"R.b. Rupununi r., l.b. Essequibo r., 1 km or 1 mi. inland from a point 30 km or 18 ½ mi. above Kabanawau r.",912412,77NW,"2° 24' 33"" N","59° 27' 41"" W",266549,226261,1661,2.4092999999999956,-59.46139999999999
Karaudanawa Amer. Vil.,Amer. Vil.,"From r.b. Rupununi r.  to l.b. Totowau r., l.b. Kwitaro r., l.b. Rewa r., r.b. Rupununi r., l.b. Essequibo r., immediately South of Aishalton Amerindian Village.",912412,77NW,"2° 18' 47"" N","59° 19' 5"" W",255902,242192,1662,2.3133000000000044,-59.31810000000001
Karauia Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 4 ½ km or 3 mi. above Sukabi r.",811212,42SW,"5° 5' 20"" N","60° 0' 48"" W",563293,165846,1663,5.089100000000005,-60.013400000000004
Karaukuru Creek,Creek,"R.b. Wikki r., r.b. Berbice r., 21 km or 13 mi. up.",022222,46NW,"5° 29' 23"" N","57° 49' 35"" W",606884,408444,1664,5.489900000000001,-57.8265
Karau Path Rapids,Rapids,"Essequibo r., 38 ½ km or 24 mi. above Bartica.",011222,27SE,"6° 6' 26"" N","58° 34' 40"" W",675341,325377,1665,6.107500000000002,-58.577999999999996
Karau-udatipu Mountain,Mountain,"R.b. Kako r., l.b. Mazaruni r., l.b. Essequibo r., at the source of Uda ck.",721114,32SE,"5° 38' 56"" N","60° 37' 6"" W",625652,99037,1666,5.648999999999995,-60.6184
Karawadaru River,River,"R.b. Kauruabaru r., r.b. Demerara r., 4 km or 2 ½ mi. up.",012312,45NW,"5° 25' 57"" N","58° 22' 58"" W",600658,346773,1667,5.432599999999994,-58.382999999999996
Karawaimentau Mountain,Mountain,"Watershed bet. Kwitaro r. and its l.b. Tributary Totowau r., l.b. Rewa r.,  r.b. Rupununi r., l.b. Essequibo r., 12 km or 7 ½ mi. Northeast of Karawaimentau Ridge.",912321,77NE,"2° 21' 47"" N","59° 5' 5"" W",261392,268164,1668,2.363300000000001,-59.0847
Karawaimentau Ridge,Ridge,"Watershed bet. Kwitaro r. and its l.b. Tributary Totowau r., l.b. Rewa r., r.b. Rupununi r., l.b. Essequibo r., 3 km or 2 mi. W. of Paint mt.",912321,77NE,"2° 16' 47"" N","59° 9' 5"" W",252186,260733,1669,2.279999999999998,-59.151399999999995
Karawarambo River,River,"R.b. Mazaruni r., l.b. Essequibo r., 21 km or 13 mi. above Kaburi r.",722212,35NE,"5° 54' 36"" N","59° 4' 20"" W",653683,270558,1670,5.910000000000001,-59.0724
Karawarambo Stillwater,Locality,"Mazaruni r., l.b. Essequibo r., 26 ½ km or 16 ½ mi. above Kaburi r.",722212,35NE,"5° 56' 59"" N","59° 10' 46"" W",658140,258697,1671,5.949899999999998,-59.17969999999999
Karaweak River,River,"L.b. Mazaruni r., l.b. Essequibo r., 161 km or 100 mi. above Kamarang r.",721144,34SW,"5° 32' 0"" N","59° 58' 21"" W",612466,170598,1672,5.5334999999999965,-59.972699999999996
Karchiparu Fall,Fall,"Burroburro r., r.b. Siparuni r., l.b. Essequibo r., 133 km or 82 ½ mi. up.",912111,55SE,"4° 9' 48"" N","59° 9' 5"" W",460509,261172,1673,4.163399999999992,-59.151399999999995
Kardritau Mountain,Mountain,"R.b. Arakwai r., r.b. Rupununi r., l.b. Essequibo r., 1 ½ km or 1 mi. inland from a point 40 km or 25 mi. up.",912222,71SW,"2° 40' 16"" N","59° 16' 29"" W",295489,247057,1674,2.671199999999986,-59.275
Kareid Mountain,Mountain,"R.b. Bushawau r., r.b. Minyariwau r., l.b. Raadwau r.,  r.b. Takutu r., 7 km or 4 ½ mi. up.",911111,70SW,"2° 31' 9"" N","59° 46' 18"" W",278776,191734,1675,2.5192000000000005,-59.7719
Karekrakabra Creek,Creek,"R.b. Essequibo r., 22 km or 13 ½ mi. above Makouria r.",011223,27NE,"6° 16' 55"" N","58° 33' 27"" W",694641,327674,1676,6.2821,-58.5577
Karekwidahana Creek,Creek,"R.b. Kaituma r.,  l.b. Barima r., 27 km or 17 mi. up.",112121,5NE,"7° 56' 53"" N","59° 40' 5"" W",879514,205830,1677,7.948199999999996,-59.6682
Karia Creek,Creek,"L.b. Demerara r., 3 km or 2 mi. above a point opp. Karakara r., Linden.",01213,28SW,"5° 59' 37"" N","58° 18' 12"" W",662673,355727,1678,5.9935999999999945,-58.30349999999999
Karia Island,Island,"Mazaruni r., l.b. Essequibo r., 18 km or 11 mi. up.",722239,27NE,"6° 18' 48"" N","58° 43' 5"" W",698162,309945,1679,6.313399999999998,-58.71810000000001
Karia River,River,"R.b. Oronoque r., r.b. New r.,  l.b. Corentyne r., 71 km or 44 mi. up.",67,81NW,"2° 24' 56"" N","57° 25' 38"" W",267015,452484,1680,2.4156999999999966,-57.4274
Karia River,River,"R.b. Kuruduni r., r.b. Berbice r., 7 km or 4 ½ mi. up.",021122,45SE,"5° 0' 50"" N","58° 10' 55"" W",554323,368958,1681,5.013899999999995,-58.182
Karia River,River,"R.b. Ituni r., l.b. Berbice r., 16 ½ km or 10 mi. up.",022111,37SE,"5° 32' 43"" N","58° 1' 11"" W",613050,387041,1682,5.54539999999999,-58.019800000000004
Karia Karia,Estate,"L.b. Essequibo r., 19 km or 12 mi. above Supenaam r.",311212,19NE,"6° 49' 14"" N","58° 35' 20"" W",754201,324407,1683,6.8206000000000016,-58.589
Karia Karia Creek or Kamundikabra Creek,Creek,"L.b. Essequibo r., 19 km or 12 mi. above Supenaam r.",311212,19NE,"6° 49' 16"" N","58° 35' 26"" W",754275,324224,1684,6.821199999999995,-58.5906
Kariako Mission,Locality,"L.b. Barama r., l.b. Waini r., 128 km or 79 ½ mi. up.",122212,10NE,"7° 22' 31"" N","59° 42' 56"" W",816151,200198,1685,7.3752999999999895,-59.7156
Kariako Creek,Creek,"L.b. Barama r., l.b. Waini r., 127 ½ km or 79 mi. up.",122212,10NE,"7° 22' 34"" N","59° 42' 14"" W",816248,201467,1686,7.376299999999987,-59.70409999999999
Kariakuru Creek,Creek,"R.b. Canje r., r.b. Berbice r., 57 ½ km or 35 ½ mi. above Ikuruwa r.",651212,38SE,"5° 35' 51"" N","57° 35' 13"" W",618762,434987,1687,5.597699999999997,-57.586999999999996
Kariakwa Creek,Creek,"R.b. Berbice r., 41 ½ km or 26 mi. above Wikki r.",021222,45NE,"5° 19' 36"" N","58° 0' 44"" W",588883,387818,1688,5.326800000000005,-58.0124
Kariakwa Creek,Creek,"R.b. Wikki r., r.b. Berbice r., 49 ½ km or 30 ½ mi. up.",022121,46NW,"5° 20' 33"" N","57° 49' 25"" W",590588,408720,1689,5.342499999999986,-57.823800000000006
Kariakwa River,River,"R.b. Ituribisi r., l.b. Essequibo r., 12 ½ km or 8 mi. up.",221233,12SE,"7° 1' 52"" N","58° 35' 11"" W",777496,324746,1690,7.031199999999995,-58.5866
Karibung Creek,Creek,"L.b. Kurupung r., r.b. Mazaruni r., l.b. Essequibo r., 58 km or 36 mi. up.",721212,24SW,"6° 2' 43"" N","60° 22' 21"" W",669386,126562,1691,6.045399999999997,-60.3727
Kariengtipu Mountain,Mountain,"Watershed bet. the Kamarang and Attabrau rivers, 5 ½ km or 3 ½ mi. South of a point 74 ½ km or 46 ½ mi. up the r.b. Kamarang r.",721113,32NW,"5° 45' 56"" N","60° 56' 39"" W",638802,62968,1692,5.765600000000004,-60.94429999999999
Karikari River,River,"L.b. Canje r., r.b. Berbice r., 108 km or 67 mi. up.",65111,46NE,"5° 18' 28"" N","57° 38' 21"" W",586734,429168,1693,5.3079000000000045,-57.63929999999999
Karim Creek,Creek,"R.b. Kaituma r., l.b. Barima r., 2 ½ km or 1 ½ mi. up.",112123,1SE,"8° 9' 30"" N","59° 41' 0"" W",902802,204283,1694,8.158499999999998,-59.6836
Karimourapai,Locality,"R.b. Kurupung r., r.b. Mazaruni r., l.b. Essequibo r., 34 km or 21 mi. up.",721212,24SW,"6° 8' 17"" N","60° 17' 13"" W",679589,136106,1695,6.138100000000006,-60.2872
Karin Landing,Locality,"R.b. Meamu r., r.b. Mazaruni r., l.b. Essequibo r., 7 km or 4 ½ mi. up.",721213,24NW,"6° 17' 33"" N","60° 22' 21"" W",696755,126750,1696,6.292599999999991,-60.3726
Karin River,River,"R.b. Meamu r., r.b. Mazaruni r., l.b. Essequibo r., 6 ½ km or 4 mi. up.",721213,24NW,"6° 17' 50"" N","60° 22' 1"" W",697292,127376,1697,6.29749999999999,-60.36699999999999
Karisparu Village,Village,"L.b. Paunung r., l.b. Echerak r., r.b. Potaro r., l.b. Essequibo r., 5 ½ km or 3 ½ mi. Southwestwards from the mouth of Yaima ck.",812211,50NW,"4° 54' 47"" N","59° 27' 38"" W",543569,227089,1698,4.913200000000007,-59.4608
Karisuinawa Hill,Hill,"R.b. Rupununi r., l.b. Essequibo r., 1 ½ km or 1 mi. inland from a point 15 km or 9 ½ mi. above Katiwau r.",912221,70NE,"2° 54' 32"" N","59° 32' 4"" W",321855,218245,1699,2.908999999999987,-59.53450000000001
Kariwapawa Fall,Fall,"Takutu r., 105 km or 65 mi. above Ireng r.",911113,70NW,"2° 59' 5"" N","59° 57' 24"" W",330348,171282,1700,2.9846999999999895,-59.9568
Karnau Creek,Creek,"L.b. Ireng r., r.b. Takutu r., 21 ½ km or 13 ½ mi. above Tumong r.",811129,48NE,"4° 51' 43"" N","60° 0' 28"" W",538172,166327,1701,4.8622,-60.007999999999996
Karniparu Creek,Creek,"R.b. Orokang r., r.b. Mazaruni r., l.b. Essequibo r., 8 ½ km or 5 ½ mi. up.",721143,33SE,"5° 36' 24"" N","60° 7' 36"" W",620655,153545,1702,5.606699999999987,-60.1268
Karosaima Hill,Hill,"R.b. Amakura r., 5 ½ km or 3 ½ mi. Eastwards of the mouth of Karosaima r.",112116,1SW,"8° 12' 36"" N","59° 53' 43"" W",908694,180956,1703,8.210300000000002,-59.89549999999999
Karosaima River,River,"R.b. Amakura r., 2 km or 1 mi. above Haiowa r.",112116,1SW,"8° 12' 18"" N","59° 56' 18"" W",908151,176202,1704,8.204999999999998,-59.9385
Karowasatowa Cataracts,Cataracts,"Kuribrong r., l.b. Potaro r., l.b. Essequibo r., 2 ½ km or 1 ½ mi. above Mona Fall.",821111,43NW,"5° 28' 31"" N","59° 26' 51"" W",605760,228777,1705,5.475300000000006,-59.44780000000001
Karowrieng River,River,"R.b. Mazaruni r., l.b. Essequibo r., 85 ½ km or 53 mi. above a point opp. Kamarang r.",721142,33SW,"5° 40' 34"" N","60° 17' 3"" W",628464,136114,1706,5.676399999999979,-60.2844
Karpiapu River,River,"L.b. Haieka r., l.b. Mazaruni r., l.b. Essequibo r., 23 ½ km or 14 ½ mi. up.",721152,41NE,"5° 23' 19"" N","60° 9' 42"" W",596533,149549,1707,5.3886000000000065,-60.1617
Kartabak Rapids,Rapids,"Mazaruni r., l.b. Essequibo r., 24 ½ km or 15 mi. up.",722239,27NE,"6° 15' 57"" N","58° 43' 4"" W",692907,309948,1708,6.265899999999988,-58.7179
Kartabu Point,Locality,"R.b. Cuyuni r., at its confluence with the Mazaruni r., l.b. Essequibo r.",712221,27NE,"6° 23' 5"" N","58° 41' 37"" W",706069,312656,1709,6.384999999999997,-58.6938
